female,race,age,education,income,married,unemployed,homemaker,rellig,attend,pid7_r,pid2_r,ideology_c,followpol,campint,vote12,who12,who12_r,voteprim,whoprim,whoprim_r,whoprim_trump,intendvote,intendwho,intend_r,intend_trump,intendstrength,intendstrength_trump,vote16,who16,who16_r,who16_trump,prefercand,prefertrump,switch_trump,switch_trumpr,abstainer_r,abstainer_trump,new_r,switcher_r,demangry_rc,demhope,demafraid_rc,demproud,demdisgust_rc,demaffect,repangry_rc,rephope,repafraid_rc,repproud,repdisgust_rc,repaffect,femscale,femscale_rc,antifemscale,tradfamily,womenmedia,womenfavors,womenprob,womendisc,sexismremarks,sexismfail,sexismpower,sexismleash,sexism_hostile,sexism_hostile.rc,sexism,heardvideo,mattervideo,economy,worldpos,whitejobloss,whitegov1,whitegov2,whiteunfair,whitelaws,whiteid,americanid,immgoodecon_rc,immharmcult,immincreasecrime,negimm,rrfavors,rrslavery_rc,rrless_rc,rrtry,rrscale,muslimsviolent,auth1,auth2,auth3,auth4,auth,domspending,defensespending,fightisis,allowrefugees,raiseminwage,actclimate,aca,toopc,repwomen,repwomen.rc,demwomen
1,"White, nonHispanic",61,14,22,0,0,0,4,3,1,0,2,5,3,1,Barack Obama,0,1,Hillary Clinton,0,0,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,1,0,0,,,,,,4,3,4,3,5,19,3,2,2,1,4,12,2,4,2,6,4,4,4,12,3,2,1,2,5,13,8,1,3,3,2,3,0,0,0,2,3,5,2,2,2,6,4,5,5,4,18,4,3,3,3,1,10,5,5,3,1,4,5,6,3,1,7,6
0,"White, nonHispanic",30,12,14,0,0,0,1,1,6,1,5,4,3,1,Mitt Romney,1,1,Donald Trump,1,1,1,Donald Trump,1,1,2,4,,,,,,,,,1,,,,1,1,1,1,1,5,5,5,4,3,5,22,1,5,4,,,,,,3,4,4,4,12,6,15,,,2,1,,,,,,,,,,,,,,,,,,,,,,,1,4,7,1,,2,1,4,,,
0,"White, nonHispanic",55,11,26,1,0,0,4,4,6,1,6,5,3,1,Mitt Romney,1,0,,,,1,Donald Trump,1,1,1,3,1,Donald Trump,1,1,1,1,,,0,,0,0,2,1,4,1,5,13,4,4,4,4,5,21,2,4,2,4,4,3,4,11,3,3,2,2,7,11,10,1,3,3,1,3,1,2,2,4,3,5,4,3,3,10,4,2,5,4,15,2,3,3,1,1,8,2,5,6,2,3,2,2,4,5,3,5
1,"White, nonHispanic",35,16,27,1,0,0,1,1,1,0,2,3,2,1,Barack Obama,0,0,,,,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,1,0,,,,,,,5,4,5,2,5,21,2,1,5,1,2,11,3,3,1,4,4,5,4,13,,,,,,,,1,5,5,2,1,0,0,0,1,2,2,4,2,1,7,2,2,2,1,7,4,1,1,1,1,4,4,3,4,4,4,6,7,2,2,6,7
1,"White, nonHispanic",24,12,14,0,0,0,1,1,3,0,3,3,2,1,Barack Obama,0,1,Bernie Sanders,0,0,1,Hillary Clinton,0,0,2,1,0,,,,,,,,,0,,,4,3,5,3,5,20,3,2,4,2,4,15,3,3,1,4,6,5,4,15,2,2,1,1,4,14,6,1,4,4,1,2,1,2,2,2,3,3,4,1,3,8,3,2,2,2,9,4,1,3,1,1,6,5,3,5,3,4,7,2,2,4,4,7
1,Hispanic,85,2,6,0,0,0,1,3,5,1,4,1,1,0,,,0,,,,,,,,,,1,Hillary Clinton,0,0,1,0,,,,,,,2,4,2,5,2,15,5,4,2,5,1,17,1,5,1,5,4,2,1,7,1,1,1,3,5,13,6,0,,4,2,,1,1,1,,1,1,1,2,2,5,1,5,5,1,12,7,3,3,1,3,10,3,5,1,1,1,3,7,2,2,6,3
0,Hispanic,61,13,1,0,0,0,4,2,1,0,4,4,1,0,,,1,Hillary Clinton,0,0,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,1,0,0,,,,,,5,3,5,4,5,22,1,1,1,1,1,5,1,5,1,6,6,5,5,16,2,4,5,4,13,5,15,1,5,3,2,,1,3,3,,,4,5,1,1,7,5,1,4,5,15,4,3,3,3,3,12,5,4,1,5,3,7,7,2,1,7,6
1,"White, nonHispanic",52,13,19,0,0,0,4,6,1,0,2,2,3,1,Barack Obama,0,0,,,,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,0,0,,,,,,,5,4,5,3,5,22,1,1,1,1,1,5,2,4,1,4,4,5,5,14,1,1,1,1,3,15,4,1,4,3,2,1,0,0,0,2,1,3,5,1,1,7,1,2,3,1,7,4,2,2,2,2,8,5,4,1,7,4,6,6,1,1,7,7
0,"White, nonHispanic",56,9,14,0,1,0,1,1,5,1,4,3,2,0,,,0,,,,,,,,,,,,,,,,,,,1,,,4,1,4,1,5,15,4,4,3,1,5,17,1,5,1,4,4,4,4,12,4,4,4,4,12,6,16,1,2,3,1,3,1,1,1,3,3,5,3,4,5,12,4,2,4,3,13,4,3,1,1,1,6,,6,4,1,3,7,2,2,2,6,4
0,"Black, nonHispanic",68,10,,0,0,0,3,4,1,0,2,4,3,1,Barack Obama,0,1,Bernie Sanders,0,0,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,0,0,0,,,,,,4,2,4,2,4,16,4,2,4,2,4,16,1,5,4,4,7,3,4,14,4,3,3,3,9,9,13,1,3,4,2,,,0,,,,4,3,3,3,9,,1,1,4,,,1,3,1,1,6,5,4,2,,4,,6,3,4,4,6
1,"Black, nonHispanic",76,10,7,0,0,0,4,4,1,0,4,5,3,1,Barack Obama,0,0,,,,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,1,0,,,,,,,4,4,4,4,4,20,2,1,2,1,2,8,4,2,1,6,7,3,2,12,4,2,3,2,7,11,11,1,4,2,2,,0,0,0,,,4,2,4,4,10,4,2,2,4,12,4,3,3,3,3,12,,,1,1,4,,4,3,1,7,7
0,"White, nonHispanic",31,13,17,0,0,0,2,1,5,1,4,1,1,0,,,0,,,,1,,,,,,1,Donald Trump,1,1,1,1,,,,,1,,5,2,5,2,4,18,5,3,5,2,5,20,1,5,1,4,4,5,5,14,3,3,3,3,9,9,12,1,2,1,2,1,0,0,0,1,1,3,3,3,3,9,3,4,4,3,14,4,3,3,3,3,12,5,5,4,4,3,4,6,2,6,2,6
1,"White, nonHispanic",19,13,27,1,0,1,4,5,6,1,4,3,2,1,Mitt Romney,1,0,,,,1,,,,,,1,Donald Trump,1,1,0,0,,,0,,0,0,4,1,4,2,4,15,3,1,2,2,3,11,1,5,1,4,4,4,4,12,4,2,3,3,8,10,12,1,3,2,1,3,1,1,1,4,4,5,4,1,2,7,3,3,2,3,11,2,1,2,1,1,5,4,4,5,5,3,4,4,1,4,4,5
1,"White, nonHispanic",47,9,3,0,0,0,4,4,1,0,4,3,1,0,,,0,,,,1,Hillary Clinton,0,0,1,2,,,,,,,,,,,,,4,2,5,3,4,18,1,1,1,1,2,6,1,5,1,,,,,,3,5,5,5,15,3,18,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,7,3,1,,,
1,"White, nonHispanic",68,11,5,1,0,0,1,1,3,0,4,2,2,1,Barack Obama,0,0,,,,1,Hillary Clinton,0,0,1,2,,,,,,,,,,,,,5,5,5,5,5,25,1,1,1,1,1,5,3,3,1,,,,,,4,1,1,1,3,15,7,,,2,2,,,,,,,,,,,,,,,,,,,,,,,4,3,1,5,,4,1,3,,,
0,"White, nonHispanic",57,14,27,1,0,0,,3,1,0,2,4,3,1,Barack Obama,0,1,Hillary Clinton,0,0,,,,,,,1,,,,,,,,,,,,5,4,5,4,5,23,2,1,3,1,1,8,4,2,1,4,4,5,5,14,1,1,1,1,3,15,4,1,5,4,2,1,1,3,3,1,2,4,5,1,1,7,1,1,1,1,4,1,2,2,2,2,8,6,3,6,7,4,6,7,1,1,7,7
1,"White, nonHispanic",27,9,11,0,0,0,3,1,5,1,5,1,2,0,,,0,,,,,,,,,,0,,,,,,,,,0,,,4,1,5,1,1,12,4,1,4,1,4,14,3,3,2,6,4,2,4,10,4,4,4,3,11,7,15,0,,2,3,3,0,0,0,3,4,4,2,3,3,8,4,4,4,3,15,4,2,3,3,2,10,6,5,5,1,4,4,6,1,2,6,6
1,"White, nonHispanic",32,9,3,0,0,0,1,1,5,1,5,2,2,0,,,0,,,,1,Other candidate,0,0,1,2,0,,,,,,,,,0,,,4,4,5,2,4,19,4,3,4,3,4,18,3,3,2,7,4,3,2,9,3,4,4,5,13,5,16,1,1,2,1,2,1,2,2,1,1,4,2,4,4,10,5,5,4,5,19,2,1,1,3,3,8,3,2,1,1,4,6,7,3,4,4,5
0,"White, nonHispanic",45,12,13,0,0,0,1,1,1,0,2,4,3,1,Barack Obama,0,0,,,,1,Hillary Clinton,0,0,1,2,0,,,,,,,,,0,,,5,3,5,4,5,22,4,1,4,1,4,14,3,3,1,4,4,5,5,14,2,3,1,3,7,11,9,1,3,4,2,2,1,2,2,1,2,2,5,1,1,7,3,1,2,2,8,4,1,1,3,1,6,6,3,4,6,4,7,4,2,1,7,7
1,Hispanic,50,7,8,0,1,0,1,2,2,0,4,2,1,,,,0,,,,1,Hillary Clinton,0,0,2,1,1,Hillary Clinton,0,0,1,0,,,,,,,5,5,5,5,5,25,1,1,5,1,1,9,3,3,2,6,4,5,2,11,5,5,5,4,14,4,19,1,5,3,2,,0,0,0,,2,2,5,1,2,8,4,2,4,4,14,5,3,3,3,3,12,3,,1,4,4,4,4,4,1,7,6
1,"Black, nonHispanic",68,14,18,0,0,0,2,6,1,0,2,4,2,1,Barack Obama,0,1,Hillary Clinton,0,0,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,0,0,0,,,,,,4,4,5,4,5,22,2,1,2,1,2,8,3,3,1,7,6,4,4,14,4,3,4,2,9,9,13,1,5,4,3,,1,3,3,,,5,4,3,2,9,2,2,2,2,8,5,3,3,3,3,12,6,6,1,1,4,4,6,1,2,6,6
0,Other nonHispanic incl multiple races [WEB: blank 'Other' counted as a race],60,10,20,1,0,0,3,4,1,0,,5,3,1,Barack Obama,0,1,Hillary Clinton,0,0,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,1,0,0,,,,,,5,5,5,5,5,25,1,1,1,1,1,5,3,3,1,4,7,4,5,16,4,2,2,1,5,13,9,1,5,2,1,,1,3,3,,3,5,4,1,1,6,5,4,5,4,18,6,3,1,1,1,6,5,6,7,6,4,4,6,4,1,7,7
1,Hispanic,36,13,3,0,0,0,1,1,3,0,2,4,3,1,Barack Obama,0,1,Bernie Sanders,0,0,1,Hillary Clinton,0,0,2,1,1,Hillary Clinton,0,0,0,0,0,,,,,,5,2,3,2,5,17,3,1,2,1,1,8,3,3,1,4,7,5,5,17,2,1,1,1,3,15,5,1,3,3,1,,1,3,3,,,5,4,1,1,6,4,1,1,2,8,4,3,3,1,1,8,6,5,2,6,3,7,6,1,1,7,5
1,Hispanic,27,7,4,0,0,1,1,1,2,0,4,1,2,0,,,0,,,,,,,,,,1,Hillary Clinton,0,0,1,0,,,,,,,4,2,4,3,4,17,2,1,2,1,1,7,2,4,3,6,4,5,5,14,3,4,3,2,9,9,12,1,5,4,2,,1,3,3,,3,5,5,1,2,8,4,2,2,2,10,2,3,3,1,1,8,5,5,5,6,4,6,6,1,1,7,7
0,"Asian, native Hawaiian or other Pacif Islr,nonHispanic",8,9,12,1,0,0,2,5,6,1,4,5,2,0,,,0,,,,1,Hillary Clinton,0,0,1,2,0,,,,,,,,,0,,,3,4,5,3,5,20,1,1,1,1,1,5,1,5,1,7,4,2,2,8,2,5,2,1,8,10,10,1,5,2,2,,0,0,0,,,3,4,1,3,8,4,3,4,5,16,4,3,3,3,3,12,,1,7,1,4,2,1,1,1,7,6
1,"White, nonHispanic",46,10,23,1,0,0,,3,5,1,4,4,3,1,Other,0,1,Another Republican,1,0,1,Donald Trump,1,1,1,3,1,Donald Trump,1,1,1,1,1,1,,,,,1,1,1,1,1,5,4,4,5,3,5,21,1,5,1,7,4,,4,,4,3,3,1,7,11,11,1,2,2,1,2,1,2,2,1,1,5,3,3,4,10,3,4,3,2,12,4,3,3,3,3,12,1,5,5,1,3,4,1,4,6,2,6
0,"White, nonHispanic",35,10,15,1,0,0,2,1,3,0,3,3,3,1,Other,0,1,Bernie Sanders,0,0,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,1,0,0,,,,,,4,3,3,1,4,15,5,1,3,1,2,12,2,4,1,4,6,5,4,15,3,5,4,3,12,6,15,1,3,2,2,1,0,0,0,1,2,3,5,4,4,13,1,2,2,1,6,3,3,1,1,1,6,3,4,5,7,4,7,6,4,2,6,6
1,"White, nonHispanic",44,9,9,1,0,0,4,1,5,1,4,3,1,0,,,0,,,,,,,,,,,,,,,,,,,1,,,5,1,4,1,4,15,5,1,4,1,4,15,1,5,1,4,4,4,3,11,3,3,3,3,9,9,12,1,1,1,2,2,0,0,0,3,3,4,2,4,3,9,3,3,4,3,13,4,3,3,1,1,8,3,5,1,4,4,6,1,3,3,5,6
1,"Black, nonHispanic",78,9,4,0,0,0,3,4,2,0,4,2,2,1,Barack Obama,0,1,Bernie Sanders,0,0,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,0,0,0,,,,,,4,3,4,3,3,17,2,1,1,1,4,9,4,2,5,4,1,2,2,5,5,4,3,4,11,7,16,0,,3,3,,0,0,0,,,4,4,5,2,11,5,1,1,5,12,4,3,3,3,3,12,6,5,1,1,4,6,5,4,3,5,7
0,"White, nonHispanic",83,13,15,1,0,0,4,5,5,1,6,5,3,1,Mitt Romney,1,1,Donald Trump,1,1,1,,,,,,,,,,,,,,1,,,,4,2,4,1,4,15,3,2,4,1,4,14,3,3,3,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,3,4,4,1,,2,1,3,,,
1,Hispanic,65,12,1,0,0,0,4,1,,,4,5,3,1,Barack Obama,0,0,,,,1,,,,,,1,Hillary Clinton,0,0,1,0,,,,,,,5,4,5,5,5,24,4,2,3,2,4,15,1,5,1,7,5,5,4,14,3,3,3,3,9,9,12,1,4,3,3,,1,2,2,,3,5,4,3,2,9,4,2,2,4,12,3,2,3,3,3,11,4,3,4,4,4,4,1,2,2,6,7
0,"White, nonHispanic",55,9,11,1,0,0,3,3,1,0,4,4,3,1,Barack Obama,0,1,Hillary Clinton,0,0,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,0,0,0,,,,,,5,5,5,2,4,21,1,1,1,1,1,5,2,4,2,6,4,3,3,10,4,2,3,4,9,9,13,1,1,1,2,3,1,2,2,1,3,4,4,2,2,8,3,2,5,4,14,4,3,3,3,3,12,5,4,7,4,4,7,3,2,1,7,7
1,Hispanic,69,13,12,0,0,0,4,3,1,0,4,5,3,1,Barack Obama,0,1,Hillary Clinton,0,0,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,1,0,0,,,,,,5,3,5,3,5,21,3,1,1,1,3,9,5,1,5,7,4,1,3,8,3,4,1,3,8,10,11,1,2,2,2,,1,3,3,,5,5,1,1,3,5,4,1,1,5,11,1,3,3,3,3,12,1,1,7,1,4,1,7,1,1,7,7
0,"Black, nonHispanic",55,13,26,0,0,0,1,2,3,0,4,4,3,1,Barack Obama,0,0,,,,1,Hillary Clinton,0,0,2,1,1,Hillary Clinton,0,0,0,0,,,,,,,3,3,3,2,3,14,2,1,2,1,2,8,1,5,1,4,7,4,4,15,3,2,2,2,6,12,9,1,4,4,2,,1,2,2,,,4,5,1,1,7,1,1,4,1,7,3,1,1,1,1,4,5,3,2,2,4,6,3,2,1,7,6
0,"White, nonHispanic",31,13,3,0,0,0,1,2,3,0,3,2,1,0,,,0,,,,0,,,,,,0,,,,,,,,,0,,,5,2,4,2,4,17,4,1,4,1,4,14,3,3,1,4,6,4,4,14,3,2,3,3,8,10,11,1,3,3,2,2,1,1,1,2,1,2,3,2,2,7,2,4,2,2,10,2,3,1,1,1,6,5,2,2,4,3,6,2,2,2,6,6
0,"White, nonHispanic",68,14,12,1,0,0,4,4,3,0,2,4,3,1,Barack Obama,0,1,John Kasich,0,0,1,Hillary Clinton,0,0,2,1,1,Hillary Clinton,0,0,0,0,0,,,,,,4,2,5,2,4,17,2,2,3,1,2,10,3,3,1,4,6,4,4,14,4,1,3,1,5,13,9,1,5,2,1,3,0,0,0,4,2,4,4,1,1,6,4,4,3,4,15,4,3,1,3,1,8,5,5,4,4,3,6,5,1,1,7,3
0,"White, nonHispanic",42,16,25,1,0,0,2,3,5,1,4,4,3,1,,,1,Donald Trump,1,1,1,Donald Trump,1,1,2,4,1,Donald Trump,1,1,1,1,0,0,,,1,,1,1,1,1,1,5,5,2,4,2,3,16,1,5,1,4,4,3,3,10,4,5,4,4,13,5,17,1,2,1,1,3,1,1,1,1,1,2,3,2,4,9,4,4,2,2,12,5,3,3,1,1,8,3,4,6,1,1,3,1,4,4,4,4
1,"White, nonHispanic",82,9,15,0,0,1,3,6,7,1,6,4,3,1,Mitt Romney,1,1,Donald Trump,1,1,1,Donald Trump,1,1,1,3,1,Donald Trump,1,1,1,1,0,0,0,,0,0,3,1,2,2,4,12,5,4,4,4,4,21,1,5,2,7,7,4,4,15,2,2,2,2,6,12,8,1,3,1,1,3,0,0,0,4,5,5,4,2,4,10,5,4,2,4,15,4,3,3,3,3,12,6,7,6,1,4,4,1,3,6,2,4
1,"White, nonHispanic",53,10,24,0,0,1,4,5,7,1,7,2,2,1,,,1,Another Republican,1,0,1,Donald Trump,1,1,2,4,,,,,,,,,,,,,4,1,3,1,4,13,4,2,4,2,4,16,1,5,4,,,,,,4,4,4,1,9,9,13,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,6,6,2,,4,1,1,,,
0,"White, nonHispanic",65,13,16,0,0,0,3,1,7,1,6,4,3,1,Mitt Romney,1,1,Donald Trump,1,1,1,Donald Trump,1,1,1,3,,,,,,,,,1,,,,2,1,1,1,2,7,5,4,5,5,5,24,1,5,1,,,,,,4,3,3,3,9,9,13,,,2,1,,,,,,,,,,,,,,,,,,,,,,,3,4,1,1,,,1,4,,,
1,"Black, nonHispanic",42,12,1,1,0,0,3,3,2,0,2,2,2,0,,,0,,,,1,Hillary Clinton,0,0,1,2,0,,,,,,,,,0,,,3,2,3,4,4,16,2,5,1,5,1,14,5,1,3,4,4,5,5,14,4,4,4,3,11,7,15,0,,3,2,,1,3,3,,,5,4,1,1,6,5,5,3,4,17,4,1,3,3,3,10,5,7,6,1,4,7,6,3,1,7,7
0,Hispanic,48,9,,1,1,0,2,1,2,0,4,3,2,0,,,0,,,,1,Hillary Clinton,0,0,1,2,,,,,,,,,,,,,5,2,5,2,5,19,4,1,5,1,4,15,3,3,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,,5,6,,,,
0,"White, nonHispanic",30,10,24,1,0,0,3,5,1,0,2,5,3,1,Barack Obama,0,1,Hillary Clinton,0,0,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,1,0,0,,,,,,5,4,5,4,5,23,2,1,5,1,2,11,1,5,1,4,4,4,5,13,3,3,3,3,9,9,12,1,5,5,2,1,0,0,0,2,1,2,4,1,1,6,3,2,2,3,10,2,3,1,1,1,6,6,4,3,5,4,7,5,3,2,6,7
1,Other nonHispanic incl multiple races [WEB: blank 'Other' counted as a race],23,13,15,0,0,0,4,6,5,1,5,2,3,1,Mitt Romney,1,0,,,,1,Donald Trump,1,1,2,4,1,Donald Trump,1,1,0,0,,,0,,0,0,2,1,2,2,2,9,3,2,4,3,4,16,2,4,3,7,3,4,3,10,2,1,2,2,5,13,7,1,3,2,1,,1,2,2,,1,3,4,2,2,8,4,4,4,3,15,5,3,3,3,1,10,3,6,4,4,4,2,4,4,4,4,4
0,"White, nonHispanic",51,9,22,1,0,0,3,4,6,1,5,3,2,0,,,0,,,,1,,,,,,1,Hillary Clinton,0,0,0,0,,,,,,,4,2,3,3,4,16,4,3,4,1,2,14,2,4,3,5,4,3,3,10,3,1,3,3,7,11,10,1,3,3,2,3,1,1,1,3,4,4,2,3,4,9,3,2,4,2,11,4,3,3,1,1,8,3,4,6,2,3,4,6,4,4,4,6
1,"White, nonHispanic",31,9,24,0,0,0,2,1,7,1,4,2,2,0,,,0,,,,1,Donald Trump,1,1,1,3,,,,,,,,,,,,,1,1,1,1,1,5,5,5,5,5,5,25,3,3,3,,,,,,2,3,3,4,10,8,12,,,1,1,,,,,,,,,,,,,,,,,,,,,,,4,4,1,2,,6,1,1,,,
0,Hispanic,68,4,6,1,0,0,4,6,1,0,4,2,2,1,Barack Obama,0,1,Hillary Clinton,0,0,1,Hillary Clinton,0,0,1,2,,,,,,,,,,,,,5,4,5,5,5,24,5,2,5,2,5,19,1,5,,,,,,,3,5,5,5,15,3,18,,,4,2,,,,,,,,,,,,,,,,,,,,,,,1,4,4,6,,5,6,2,,,
1,"White, nonHispanic",66,14,14,0,0,0,,2,4,,4,3,1,0,,,0,,,,,,,,,,,,,,,,,,,0,,,5,2,5,1,5,18,5,1,5,1,4,16,1,5,1,4,2,4,4,10,3,3,2,2,7,11,10,1,1,1,1,3,0,0,0,2,1,3,2,3,3,8,4,4,3,3,14,3,3,3,2,2,10,3,4,4,4,3,,2,3,4,4,7
1,"White, nonHispanic",29,12,24,1,0,1,4,5,6,1,5,2,1,1,Mitt Romney,1,0,,,,1,Donald Trump,1,1,2,4,1,Donald Trump,1,1,1,1,,,0,,0,0,2,1,3,1,4,11,4,3,5,3,4,19,1,5,4,7,4,3,2,9,4,2,2,3,7,11,11,1,3,2,2,4,1,1,1,4,4,4,2,3,3,8,5,4,3,3,15,5,3,3,3,3,12,4,8,4,4,3,4,2,3,4,4,7
1,"White, nonHispanic",36,13,26,1,0,0,1,1,1,0,2,4,3,1,Barack Obama,0,0,,,,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,1,0,,,,,,,5,5,5,4,5,24,2,1,1,1,1,6,3,3,2,4,4,5,5,14,3,1,1,1,3,15,6,1,5,4,2,1,1,2,2,2,2,2,4,1,2,7,2,4,4,2,12,3,1,3,1,3,8,5,5,6,5,4,7,7,2,1,7,7
1,"White, nonHispanic",47,13,24,1,0,0,2,1,1,0,3,4,3,1,Barack Obama,0,1,Hillary Clinton,0,0,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,1,0,0,,,,,,5,4,5,5,5,24,1,1,5,1,2,10,5,1,1,4,4,5,5,14,4,1,1,1,3,15,7,1,4,4,2,2,1,1,1,2,2,5,4,1,1,6,4,4,5,4,17,5,1,3,1,1,6,4,5,4,5,4,6,6,3,1,7,4
0,"White, nonHispanic",61,9,22,1,0,0,2,1,4,,5,3,2,1,Mitt Romney,1,0,,,,1,,,,,,1,Hillary Clinton,0,0,0,0,,,,,,1,5,2,4,2,4,17,4,1,5,1,5,16,1,5,1,4,6,4,3,13,4,4,4,5,13,5,17,1,3,3,2,2,0,0,0,4,4,5,4,1,2,7,4,4,4,2,14,3,3,3,1,3,10,5,5,6,4,3,4,4,3,4,4,6
1,"White, nonHispanic",26,13,12,0,0,0,1,2,1,0,2,4,3,1,Barack Obama,0,0,,,,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,1,0,,,,,,,4,4,5,5,5,23,1,1,1,1,1,5,4,2,1,4,6,5,1,12,1,1,1,1,3,15,4,1,5,4,3,1,1,2,2,4,3,3,5,1,1,7,1,1,1,1,4,1,3,1,1,1,6,7,3,4,7,4,7,7,1,1,7,6
0,"White, nonHispanic",88,8,,1,0,0,4,1,7,1,4,5,3,0,,,0,,,,1,Donald Trump,1,1,2,4,0,,,,,,,,,1,,,4,1,5,1,5,16,5,5,5,2,4,21,1,5,1,,,,,,,,,,,,,1,,2,1,,,0,,,,,,,,,5,1,5,4,15,,,,,,,,,2,3,,4,2,,,,
1,Other nonHispanic incl multiple races [WEB: blank 'Other' counted as a race],83,3,1,0,1,0,4,1,1,0,1,2,2,1,Barack Obama,0,1,Bernie Sanders,0,0,1,Donald Trump,1,1,1,3,1,Donald Trump,1,1,1,1,1,,,,,,4,2,4,2,4,16,4,2,4,2,4,16,4,2,4,4,4,3,1,8,1,4,5,5,14,4,15,1,5,5,1,,0,0,0,,4,,2,5,5,12,5,1,2,5,13,,3,3,3,3,12,,,4,4,4,7,7,1,4,4,4
0,"White, nonHispanic",51,13,27,1,0,0,1,1,3,0,3,4,2,1,Other,0,0,,,,1,Gary Johnson,0,0,2,1,1,Gary Johnson,0,0,0,0,,,,,,,5,2,5,2,4,18,5,1,4,1,4,15,3,3,1,4,4,4,5,13,2,2,2,1,5,13,7,1,4,3,2,2,0,0,0,2,2,3,4,2,2,8,2,1,3,2,8,3,1,1,1,1,4,5,4,6,4,4,6,7,3,1,7,4
0,"White, nonHispanic",36,9,17,0,0,0,1,1,6,1,5,3,2,0,,,1,Hillary Clinton,0,0,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,1,0,0,,,,,,4,3,4,3,4,18,2,1,2,1,2,8,3,3,1,4,4,5,4,13,2,2,2,2,6,12,8,1,5,3,1,2,1,1,1,3,3,3,4,1,2,7,2,2,3,1,8,3,3,1,1,3,8,4,3,3,4,4,4,2,3,1,7,6
1,"White, nonHispanic",68,11,7,0,0,0,1,2,3,0,4,3,2,1,Mitt Romney,1,0,,,,1,Other candidate,0,0,2,1,1,Hillary Clinton,0,0,0,0,,,,,,1,5,5,5,2,5,22,4,1,4,1,4,14,1,5,1,4,4,3,3,10,3,2,4,2,8,10,11,1,3,3,1,2,0,0,0,1,2,2,3,3,3,9,4,4,3,3,14,3,3,1,1,1,6,4,4,2,6,3,7,7,1,4,4,6
0,Hispanic,23,9,5,0,0,0,4,4,3,0,4,3,1,0,,,0,,,,,,,,,,,,,,,,,,,0,,,4,2,4,2,5,17,2,1,5,1,3,12,1,5,3,4,4,3,3,10,3,3,3,2,8,10,11,0,,2,2,,1,1,1,,1,4,3,4,2,9,3,2,4,2,11,4,3,3,3,3,12,4,4,2,4,4,2,4,3,1,7,7
1,"White, nonHispanic",34,10,15,0,0,0,1,2,5,1,4,2,2,0,,,0,,,,,,,,,,,,,,,,,,,1,,,4,1,5,1,2,13,5,3,5,3,4,20,1,5,1,4,4,5,3,12,3,3,3,3,9,9,12,1,2,2,1,5,0,0,0,3,5,5,2,4,4,10,5,5,5,5,20,7,3,3,3,1,10,,,7,1,3,4,1,4,4,4,4
1,"White, nonHispanic",58,10,25,1,1,0,4,2,5,1,4,4,2,1,Barack Obama,0,1,Donald Trump,1,1,1,Donald Trump,1,1,2,4,1,Donald Trump,1,1,1,1,0,0,,,,,4,1,4,2,3,14,3,3,4,3,4,17,1,5,1,7,6,3,4,13,4,4,4,1,9,9,13,1,2,2,1,4,1,3,3,4,2,5,4,3,3,10,5,2,4,5,16,2,3,3,1,1,8,4,7,6,2,4,6,1,4,5,3,6
0,Other nonHispanic incl multiple races [WEB: blank 'Other' counted as a race],69,13,14,0,0,0,3,4,5,1,5,5,3,1,Mitt Romney,1,1,John Kasich,0,0,1,,,,,,1,Donald Trump,1,1,0,0,1,,0,,0,0,2,2,3,1,2,10,4,2,2,1,2,11,3,3,2,5,4,4,4,12,4,3,4,3,10,8,14,1,3,4,1,,0,0,0,,4,5,4,2,4,10,4,4,3,2,13,4,3,1,1,3,8,4,4,6,2,4,4,2,3,2,6,6
0,Hispanic,19,10,24,0,0,0,3,1,3,0,4,1,1,0,,,0,,,,0,,,,,,0,,,,,,,,,0,,,5,1,5,1,5,17,5,1,5,1,5,17,1,5,1,4,4,4,4,12,3,3,3,3,9,9,12,1,4,3,1,,0,0,0,,,4,3,3,3,9,4,4,4,4,16,4,3,3,3,1,10,4,6,4,4,4,6,4,3,2,6,6
